order_id,customer_id,order_date,status,payment_method,shipping_city,shipping_state
ORD01240,C0793,2023-01-30,Returned,Credit Card,Kota,Rajasthan
ORD01241,C0544,2022-03-22,Cancelled,Net Banking,Nizamabad,Telangana
ORD01242,C0729,2022-05-27,Cancelled,Credit Card,Madurai,Tamil Nadu
ORD01243,C0702,2022-05-04,Delivered,Credit Card,Vadodara,Gujarat
ORD01244,C0026,2023-01-10,Cancelled,Debit Card,Howrah,West Bengal
ORD01245,C0219,2023-09-24,Delivered,COD,Asansol,West Bengal
ORD01246,C0384,2022-07-03,Pending,COD,Janakpuri,Delhi
ORD01247,C0370,2023-06-23,Delivered,Credit Card,Janakpuri,Delhi
ORD01248,C0933,2023-01-13,Pending,Credit Card,Kolkata,West Bengal
ORD01249,C0280,2022-02-04,Delivered,Debit Card,Aurangabad,Maharashtra
ORD01250,C0713,2023-12-23,Delivered,Debit Card,Jaipur,Rajasthan
ORD01251,C0884,2023-04-28,Pending,Debit Card,Bhopal,Madhya Pradesh
ORD01252,C0485,2023-10-26,Returned,Net Banking,Surat,Gujarat
ORD01253,C0030,2023-09-20,Cancelled,UPI,Nagpur,Maharashtra
ORD01254,C0085,2023-03-06,Cancelled,UPI,Coimbatore,Tamil Nadu
ORD01255,C0322,2022-04-10,Cancelled,UPI,Ahmedabad,Gujarat
ORD01256,C0756,2022-01-18,Delivered,Debit Card,Saket,Delhi
ORD01257,C0928,2023-08-24,Returned,Credit Card,Howrah,West Bengal
ORD01258,C0427,2023-11-15,Delivered,UPI,Nashik,Maharashtra
ORD01259,C0747,2022-10-01,Delivered,Credit Card,Warangal,Telangana
ORD01260,C0204,2023-12-07,Delivered,UPI,Noida,Uttar Pradesh
ORD01261,C0281,2023-07-29,Delivered,UPI,Nagpur,Maharashtra
ORD01262,C0580,2023-04-20,Delivered,COD,Bhopal,Madhya Pradesh
ORD01263,C0191,2022-11-22,Delivered,COD,Chennai,Tamil Nadu
ORD01264,C0223,2023-10-16,Delivered,UPI,Chennai,Tamil Nadu
ORD01265,C0858,2023-11-29,Delivered,COD,Rohini,Delhi
ORD01266,C0318,2022-02-24,Delivered,UPI,Dwarka,Delhi
ORD01267,C0579,2022-11-20,Delivered,Net Banking,Kanpur,Uttar Pradesh
ORD01268,C0182,2022-10-30,Delivered,Credit Card,Kanpur,Uttar Pradesh
ORD01269,C0364,2023-08-16,Delivered,Debit Card,Hubballi,Karnataka
ORD01270,C0850,2023-10-09,Delivered,UPI,Karimnagar,Telangana
ORD01271,C0160,2023-07-05,Delivered,COD,Jabalpur,Madhya Pradesh
ORD01272,C0662,2023-11-30,Returned,UPI,Udaipur,Rajasthan
ORD01273,C0850,2022-10-03,Delivered,Debit Card,Khammam,Telangana
ORD01274,C0479,2022-09-25,Delivered,UPI,Kanpur,Uttar Pradesh
ORD01275,C0144,2023-04-24,Delivered,Credit Card,Salem,Tamil Nadu
ORD01276,C0923,2022-02-04,Delivered,UPI,Ajmer,Rajasthan
ORD01277,C0163,2023-03-08,Delivered,UPI,Kolkata,West Bengal
ORD01278,C0936,2023-01-02,Delivered,Credit Card,Mysuru,Karnataka
ORD01279,C0450,2023-09-24,Delivered,Credit Card,Chennai,Tamil Nadu
ORD01280,C0485,2022-09-07,Delivered,Credit Card,Kota,Rajasthan
ORD01281,C0695,2023-02-15,Delivered,COD,Asansol,West Bengal
ORD01282,C0111,2023-03-08,Delivered,UPI,Saket,Delhi
ORD01283,C0608,2022-01-30,Delivered,UPI,Jabalpur,Madhya Pradesh
ORD01284,C0989,2023-12-16,Pending,UPI,Noida,Uttar Pradesh
ORD01285,C0134,2023-11-11,Delivered,COD,Indore,Madhya Pradesh
ORD01286,C0812,2022-05-25,Cancelled,Credit Card,Mangaluru,Karnataka
ORD01287,C0001,2023-11-06,Delivered,Net Banking,Salem,Tamil Nadu
ORD01288,C0083,2022-07-09,Delivered,UPI,Agra,Uttar Pradesh
ORD01289,C0158,2023-12-03,Delivered,Debit Card,Mysuru,Karnataka
ORD01290,C0164,2022-12-19,Delivered,Credit Card,Nashik,Maharashtra
ORD01291,C0935,2023-04-29,Delivered,Net Banking,Jodhpur,Rajasthan
ORD01292,C0397,2022-05-12,Delivered,COD,New Delhi,Delhi
ORD01293,C0920,2022-10-17,Cancelled,Debit Card,Udaipur,Rajasthan
ORD01294,C0404,2023-07-01,Delivered,Credit Card,Ajmer,Rajasthan
ORD01295,C0228,2023-09-16,Delivered,UPI,Bhopal,Madhya Pradesh
ORD01296,C0514,2022-01-02,Delivered,Debit Card,Durgapur,West Bengal
ORD01297,C0142,2023-05-27,Delivered,UPI,Mysuru,Karnataka
ORD01298,C0348,2023-01-29,Delivered,Credit Card,Jaipur,Rajasthan
ORD01299,C0397,2023-11-23,Cancelled,UPI,Agra,Uttar Pradesh
ORD01300,C0168,2023-02-12,Delivered,Net Banking,Jodhpur,Rajasthan
ORD01301,C0355,2023-12-04,Returned,Debit Card,Ahmedabad,Gujarat
ORD01302,C0165,2022-11-23,Delivered,Credit Card,Jaipur,Rajasthan
ORD01303,C0498,2023-11-01,Pending,Credit Card,Ahmedabad,Gujarat
ORD01304,C0436,2022-09-22,Returned,UPI,Nagpur,Maharashtra
ORD01305,C0382,2023-04-30,Returned,Net Banking,Gandhinagar,Gujarat
ORD01306,C0805,2022-07-03,Pending,Credit Card,Kolkata,West Bengal
ORD01307,C0154,2022-01-08,Delivered,COD,Jaipur,Rajasthan
ORD01308,C0203,2023-06-12,Cancelled,Debit Card,Gwalior,Madhya Pradesh
ORD01309,C0050,2023-04-21,Delivered,UPI,Rajkot,Gujarat
ORD01310,C0376,2022-02-21,Cancelled,Debit Card,Rajkot,Gujarat
ORD01311,C0346,2023-11-23,Delivered,Net Banking,Varanasi,Uttar Pradesh
ORD01312,C0184,2022-10-28,Delivered,UPI,Nizamabad,Telangana
ORD01313,C0652,2022-02-06,Delivered,Credit Card,Durgapur,West Bengal
ORD01314,C0757,2023-02-10,Delivered,UPI,Aurangabad,Maharashtra
ORD01315,C0745,2022-05-29,Delivered,Credit Card,Mysuru,Karnataka
ORD01316,C0996,2023-04-15,Delivered,UPI,Agra,Uttar Pradesh
ORD01317,C0470,2022-02-11,Delivered,Credit Card,Khammam,Telangana
ORD01318,C0742,2023-10-16,Cancelled,UPI,Tiruchirappalli,Tamil Nadu
ORD01319,C0346,2023-10-15,Returned,Credit Card,Hyderabad,Telangana
ORD01320,C0974,2022-09-21,Returned,Debit Card,Pune,Maharashtra
ORD01321,C0989,2022-04-30,Returned,Credit Card,Hubballi,Karnataka
ORD01322,C0527,2023-07-07,Cancelled,UPI,Noida,Uttar Pradesh
ORD01323,C0588,2023-04-30,Delivered,COD,Nagpur,Maharashtra
ORD01324,C0284,2023-05-29,Delivered,Debit Card,Kanpur,Uttar Pradesh
ORD01325,C0280,2022-01-06,Delivered,UPI,Madurai,Tamil Nadu
ORD01326,C0282,2022-10-01,Delivered,Debit Card,Jodhpur,Rajasthan
ORD01327,C0227,2022-08-19,Delivered,UPI,Kolkata,West Bengal
ORD01328,C0295,2023-12-31,Delivered,Credit Card,Belagavi,Karnataka
ORD01329,C0337,2023-07-09,Delivered,COD,Ajmer,Rajasthan
ORD01330,C0349,2022-11-24,Delivered,Credit Card,Nagpur,Maharashtra
ORD01331,C0216,2023-06-30,Delivered,Debit Card,Rajkot,Gujarat
ORD01332,C0034,2023-11-08,Cancelled,COD,Varanasi,Uttar Pradesh
ORD01333,C0354,2022-03-27,Delivered,COD,Gandhinagar,Gujarat
ORD01334,C0299,2022-11-19,Delivered,Credit Card,Durgapur,West Bengal
ORD01335,C0599,2022-06-20,Delivered,Credit Card,Tiruchirappalli,Tamil Nadu
ORD01336,C0770,2022-10-18,Delivered,Credit Card,Jaipur,Rajasthan
ORD01337,C0944,2023-07-05,Delivered,Debit Card,Janakpuri,Delhi
ORD01338,C0406,2022-08-12,Delivered,UPI,Bengaluru,Karnataka
ORD01339,C0886,2022-06-12,Returned,COD,Kanpur,Uttar Pradesh
ORD01340,C0419,2022-12-27,Returned,Credit Card,Ajmer,Rajasthan
ORD01341,C0328,2023-01-07,Delivered,Debit Card,Gwalior,Madhya Pradesh
ORD01342,C0549,2023-06-30,Delivered,Net Banking,Siliguri,West Bengal
ORD01343,C0294,2023-04-06,Delivered,Net Banking,Rajkot,Gujarat
ORD01344,C0004,2023-06-30,Cancelled,Debit Card,Udaipur,Rajasthan
ORD01345,C0393,2023-08-18,Delivered,COD,Chennai,Tamil Nadu
ORD01346,C0652,2022-01-30,Delivered,UPI,Jodhpur,Rajasthan
ORD01347,C0083,2023-09-06,Delivered,Credit Card,Ujjain,Madhya Pradesh
ORD01348,C0625,2022-09-13,Delivered,Debit Card,Nagpur,Maharashtra
ORD01349,C0024,2023-09-08,Cancelled,Debit Card,Mangaluru,Karnataka
ORD01350,C0885,2022-07-17,Cancelled,UPI,Khammam,Telangana
ORD01351,C0180,2023-04-29,Pending,COD,Howrah,West Bengal
ORD01352,C0301,2022-03-08,Cancelled,UPI,Howrah,West Bengal
ORD01353,C0251,2023-12-02,Delivered,COD,Rajkot,Gujarat
ORD01354,C0513,2023-10-19,Delivered,Debit Card,Salem,Tamil Nadu
ORD01355,C0251,2023-04-19,Returned,UPI,Howrah,West Bengal
ORD01356,C0888,2023-06-17,Pending,Net Banking,Nashik,Maharashtra
ORD01357,C0981,2022-09-24,Cancelled,Credit Card,Hubballi,Karnataka
ORD01358,C0732,2022-01-25,Delivered,Net Banking,Ujjain,Madhya Pradesh
ORD01359,C0832,2023-02-12,Cancelled,Debit Card,Nagpur,Maharashtra
ORD01360,C0410,2023-06-08,Delivered,Credit Card,Nagpur,Maharashtra
ORD01361,C0150,2022-09-26,Returned,Credit Card,Bengaluru,Karnataka
ORD01362,C0376,2023-02-27,Delivered,UPI,Mysuru,Karnataka
ORD01363,C0216,2022-09-28,Delivered,Debit Card,Janakpuri,Delhi
ORD01364,C0921,2023-12-28,Delivered,UPI,Hubballi,Karnataka
ORD01365,C0303,2023-12-07,Delivered,Debit Card,Agra,Uttar Pradesh
ORD01366,C0282,2023-09-01,Delivered,UPI,Noida,Uttar Pradesh
ORD01367,C0027,2022-08-15,Cancelled,Credit Card,Nizamabad,Telangana
ORD01368,C0968,2022-06-12,Delivered,UPI,Agra,Uttar Pradesh
ORD01369,C0159,2023-12-13,Delivered,Debit Card,Vadodara,Gujarat
ORD01370,C0653,2022-08-22,Delivered,UPI,Udaipur,Rajasthan
ORD01371,C0599,2022-01-13,Delivered,Debit Card,Kanpur,Uttar Pradesh
ORD01372,C0489,2023-09-26,Pending,COD,Karimnagar,Telangana
ORD01373,C0874,2023-05-29,Delivered,Credit Card,Tiruchirappalli,Tamil Nadu
ORD01374,C0892,2023-06-22,Delivered,Credit Card,Surat,Gujarat
ORD01375,C0685,2022-03-08,Delivered,UPI,Jaipur,Rajasthan
ORD01376,C0285,2023-09-16,Returned,Debit Card,Dwarka,Delhi
ORD01377,C0511,2023-04-16,Delivered,Debit Card,Rohini,Delhi
ORD01378,C0920,2022-08-22,Returned,Credit Card,Aurangabad,Maharashtra
ORD01379,C0642,2022-04-12,Pending,Credit Card,Nashik,Maharashtra
ORD01380,C0985,2023-07-02,Cancelled,Credit Card,Noida,Uttar Pradesh
ORD01381,C0458,2023-08-04,Delivered,UPI,Bengaluru,Karnataka
ORD01382,C0234,2023-12-08,Returned,UPI,Coimbatore,Tamil Nadu
ORD01383,C0566,2022-10-12,Delivered,UPI,Gwalior,Madhya Pradesh
ORD01384,C0536,2022-11-07,Delivered,UPI,Mysuru,Karnataka
ORD01385,C0489,2023-04-21,Delivered,Net Banking,Ujjain,Madhya Pradesh
ORD01386,C0809,2023-10-12,Delivered,Credit Card,Nagpur,Maharashtra
ORD01387,C0488,2022-07-22,Delivered,Credit Card,Ahmedabad,Gujarat
ORD01388,C0308,2023-08-06,Delivered,Credit Card,Jabalpur,Madhya Pradesh
ORD01389,C0797,2023-10-21,Delivered,Net Banking,Hubballi,Karnataka
ORD01390,C0001,2022-09-15,Returned,Debit Card,Jabalpur,Madhya Pradesh
ORD01391,C0337,2023-06-04,Delivered,UPI,Surat,Gujarat
ORD01392,C0889,2023-06-29,Delivered,UPI,Agra,Uttar Pradesh
ORD01393,C0317,2023-10-03,Delivered,COD,Khammam,Telangana
ORD01394,C0007,2022-11-23,Cancelled,Credit Card,Salem,Tamil Nadu
ORD01395,C0184,2022-03-09,Returned,Debit Card,Surat,Gujarat
ORD01396,C0351,2023-10-16,Delivered,Net Banking,Hubballi,Karnataka
ORD01397,C0782,2022-08-26,Delivered,Credit Card,New Delhi,Delhi
ORD01398,C0484,2022-04-16,Delivered,COD,Siliguri,West Bengal
ORD01399,C0689,2022-06-08,Delivered,UPI,Saket,Delhi
ORD01400,C0873,2022-06-11,Delivered,UPI,Jodhpur,Rajasthan
ORD01401,C0670,2023-09-02,Returned,Debit Card,Karimnagar,Telangana
ORD01402,C0956,2022-09-27,Delivered,Net Banking,Kanpur,Uttar Pradesh
ORD01403,C0149,2022-11-10,Delivered,Credit Card,Agra,Uttar Pradesh
ORD01404,C0316,2023-03-12,Delivered,Debit Card,Asansol,West Bengal
ORD01405,C0057,2023-02-23,Delivered,Net Banking,Nashik,Maharashtra
ORD01406,C0020,2023-12-23,Delivered,Debit Card,Vadodara,Gujarat
ORD01407,C0853,2023-01-18,Delivered,Credit Card,Agra,Uttar Pradesh
ORD01408,C0572,2023-07-28,Returned,Debit Card,Udaipur,Rajasthan
ORD01409,C0451,2022-10-08,Delivered,UPI,Ujjain,Madhya Pradesh
ORD01410,C0965,2023-08-31,Delivered,COD,Asansol,West Bengal
ORD01411,C0705,2023-12-25,Delivered,UPI,Nashik,Maharashtra
ORD01412,C0385,2022-03-02,Delivered,Debit Card,Ujjain,Madhya Pradesh
ORD01413,C0379,2023-03-25,Pending,UPI,Noida,Uttar Pradesh
ORD01414,C0333,2023-02-28,Cancelled,Net Banking,Chennai,Tamil Nadu
ORD01415,C0588,2022-07-24,Delivered,Credit Card,Gwalior,Madhya Pradesh
ORD01416,C0560,2023-11-08,Delivered,Credit Card,Siliguri,West Bengal
ORD01417,C0144,2022-03-11,Cancelled,Debit Card,Lucknow,Uttar Pradesh
ORD01418,C0927,2023-04-02,Returned,UPI,Durgapur,West Bengal
ORD01419,C0234,2023-04-17,Delivered,UPI,Asansol,West Bengal
ORD01420,C0619,2022-01-24,Delivered,Debit Card,Agra,Uttar Pradesh
ORD01421,C0826,2023-05-14,Returned,Net Banking,Kota,Rajasthan
ORD01422,C0383,2022-01-17,Delivered,COD,Aurangabad,Maharashtra
ORD01423,C0810,2023-07-06,Delivered,Credit Card,Nizamabad,Telangana
ORD01424,C0579,2022-04-05,Pending,Debit Card,Bengaluru,Karnataka
ORD01425,C0818,2023-06-10,Cancelled,UPI,Warangal,Telangana
ORD01426,C0666,2022-07-15,Returned,Debit Card,Gandhinagar,Gujarat
ORD01427,C0477,2023-04-08,Cancelled,COD,Udaipur,Rajasthan
ORD01428,C0075,2022-07-06,Delivered,UPI,Madurai,Tamil Nadu
ORD01429,C0911,2022-01-22,Delivered,UPI,Karimnagar,Telangana
ORD01430,C0020,2022-01-09,Delivered,Credit Card,Jabalpur,Madhya Pradesh
ORD01431,C0599,2023-11-22,Returned,Credit Card,Kanpur,Uttar Pradesh
ORD01432,C0948,2022-12-30,Cancelled,Debit Card,Saket,Delhi
ORD01433,C0194,2022-06-01,Delivered,UPI,Indore,Madhya Pradesh
ORD01434,C0617,2022-02-10,Returned,Credit Card,Aurangabad,Maharashtra
ORD01435,C0892,2022-11-19,Pending,Debit Card,Mangaluru,Karnataka
ORD01436,C0168,2023-03-11,Pending,UPI,Rohini,Delhi
ORD01437,C0028,2022-05-21,Cancelled,COD,Rohini,Delhi
ORD01438,C0027,2023-03-31,Cancelled,Net Banking,Hubballi,Karnataka
ORD01439,C0051,2023-04-03,Delivered,UPI,Janakpuri,Delhi
ORD01440,C0835,2022-05-08,Delivered,UPI,Ajmer,Rajasthan
ORD01441,C0125,2022-06-16,Returned,UPI,Ujjain,Madhya Pradesh
ORD01442,C0367,2022-11-21,Delivered,UPI,Gandhinagar,Gujarat
ORD01443,C0369,2023-05-05,Delivered,UPI,Belagavi,Karnataka
ORD01444,C0008,2023-01-25,Cancelled,Credit Card,Ahmedabad,Gujarat
ORD01445,C0370,2022-11-14,Cancelled,Credit Card,Mangaluru,Karnataka
ORD01446,C0719,2022-03-28,Delivered,Net Banking,Kanpur,Uttar Pradesh
ORD01447,C0975,2022-10-09,Returned,Net Banking,Ahmedabad,Gujarat
ORD01448,C0868,2022-09-12,Delivered,UPI,Pune,Maharashtra
ORD01449,C0144,2023-12-13,Delivered,UPI,Warangal,Telangana
ORD01450,C0888,2023-11-08,Delivered,Debit Card,Indore,Madhya Pradesh
ORD01451,C0177,2022-06-28,Pending,COD,Salem,Tamil Nadu
ORD01452,C0901,2022-04-23,Returned,UPI,Madurai,Tamil Nadu
ORD01453,C0414,2023-10-03,Delivered,Net Banking,Rohini,Delhi
ORD01454,C0030,2022-01-27,Delivered,Net Banking,Gwalior,Madhya Pradesh
ORD01455,C0936,2023-02-22,Delivered,Credit Card,Pune,Maharashtra
ORD01456,C0174,2022-06-11,Delivered,UPI,Ujjain,Madhya Pradesh
ORD01457,C0430,2022-03-09,Delivered,Credit Card,New Delhi,Delhi
ORD01458,C0451,2022-05-18,Cancelled,Net Banking,Ajmer,Rajasthan
ORD01459,C0488,2023-04-26,Cancelled,UPI,Nagpur,Maharashtra
ORD01460,C0375,2023-09-21,Delivered,UPI,Siliguri,West Bengal
ORD01461,C0201,2022-05-09,Delivered,UPI,Gandhinagar,Gujarat
ORD01462,C0676,2022-03-26,Returned,Debit Card,Coimbatore,Tamil Nadu
ORD01463,C0108,2022-09-13,Delivered,UPI,Noida,Uttar Pradesh
ORD01464,C0728,2023-04-19,Delivered,Credit Card,Agra,Uttar Pradesh
ORD01465,C0779,2022-05-15,Delivered,Credit Card,Gwalior,Madhya Pradesh
ORD01466,C0755,2022-02-05,Returned,Debit Card,Tiruchirappalli,Tamil Nadu
ORD01467,C0187,2022-01-15,Delivered,UPI,Pune,Maharashtra
ORD01468,C0407,2022-11-27,Delivered,Credit Card,Dwarka,Delhi
ORD01469,C0644,2023-08-15,Delivered,COD,Howrah,West Bengal
ORD01470,C0270,2023-07-13,Delivered,Debit Card,Gandhinagar,Gujarat
ORD01471,C0346,2022-07-10,Delivered,Net Banking,Nizamabad,Telangana
ORD01472,C0468,2023-11-11,Delivered,Net Banking,Gandhinagar,Gujarat
ORD01473,C0065,2023-01-10,Delivered,UPI,Nizamabad,Telangana
ORD01474,C0097,2022-08-21,Pending,Net Banking,Warangal,Telangana
ORD01475,C0730,2022-10-30,Delivered,UPI,Belagavi,Karnataka
ORD01476,C0567,2022-03-26,Pending,COD,Rajkot,Gujarat
ORD01477,C0840,2023-06-08,Delivered,Net Banking,Salem,Tamil Nadu
ORD01478,C0204,2022-12-29,Delivered,Debit Card,New Delhi,Delhi
ORD01479,C0538,2022-02-18,Cancelled,Credit Card,Ujjain,Madhya Pradesh
ORD01480,C0171,2023-01-19,Delivered,Debit Card,Saket,Delhi
ORD01481,C0864,2022-06-05,Delivered,COD,Indore,Madhya Pradesh
ORD01482,C0286,2022-02-20,Pending,COD,Jodhpur,Rajasthan
ORD01483,C0923,2023-06-19,Pending,Net Banking,Varanasi,Uttar Pradesh
ORD01484,C0140,2022-11-04,Delivered,UPI,Vadodara,Gujarat
ORD01485,C0214,2023-09-20,Delivered,UPI,Nizamabad,Telangana
ORD01486,C0148,2023-05-08,Cancelled,Debit Card,Jodhpur,Rajasthan
ORD01487,C0806,2022-06-13,Delivered,Credit Card,Janakpuri,Delhi
ORD01488,C0855,2022-12-25,Delivered,COD,Dwarka,Delhi
ORD01489,C0915,2023-02-16,Delivered,Debit Card,Kanpur,Uttar Pradesh
ORD01490,C0455,2022-05-26,Delivered,Debit Card,Coimbatore,Tamil Nadu
ORD01491,C0534,2022-11-15,Delivered,Debit Card,Mumbai,Maharashtra
ORD01492,C0238,2023-11-08,Delivered,Net Banking,Jabalpur,Madhya Pradesh
ORD01493,C0466,2022-06-07,Delivered,COD,Khammam,Telangana
ORD01494,C0973,2022-02-11,Delivered,Net Banking,Durgapur,West Bengal
ORD01495,C0437,2023-08-23,Delivered,Debit Card,Hubballi,Karnataka
ORD01496,C0231,2023-06-20,Delivered,COD,Vadodara,Gujarat
ORD01497,C0886,2023-01-07,Delivered,Net Banking,Ujjain,Madhya Pradesh
ORD01498,C0432,2022-02-28,Delivered,Net Banking,Rajkot,Gujarat
ORD01499,C0927,2022-09-15,Delivered,UPI,Agra,Uttar Pradesh
ORD01500,C0086,2022-01-14,Delivered,Net Banking,Agra,Uttar Pradesh
ORD01501,C0507,2022-08-15,Delivered,Debit Card,Saket,Delhi
ORD01502,C0575,2023-09-14,Cancelled,Credit Card,Hubballi,Karnataka
ORD01503,C0044,2023-09-09,Delivered,Net Banking,Karimnagar,Telangana
ORD01504,C0098,2022-05-01,Pending,UPI,Belagavi,Karnataka
ORD01505,C0432,2023-02-08,Returned,UPI,Ujjain,Madhya Pradesh
ORD01506,C0588,2023-06-20,Delivered,Credit Card,Rajkot,Gujarat
ORD01507,C0222,2023-08-04,Delivered,Debit Card,Jaipur,Rajasthan
ORD01508,C0300,2023-02-27,Cancelled,Debit Card,Kolkata,West Bengal
ORD01509,C0839,2023-12-01,Delivered,COD,Agra,Uttar Pradesh
ORD01510,C0457,2022-02-18,Delivered,Debit Card,Rohini,Delhi
ORD01511,C0215,2023-07-26,Returned,Credit Card,Kanpur,Uttar Pradesh
ORD01512,C0772,2022-12-23,Returned,UPI,Asansol,West Bengal
ORD01513,C0342,2022-12-27,Delivered,Debit Card,Ahmedabad,Gujarat
ORD01514,C0849,2022-11-10,Delivered,Debit Card,Rohini,Delhi
ORD01515,C0637,2023-05-25,Delivered,Debit Card,Udaipur,Rajasthan
ORD01516,C0877,2023-12-26,Delivered,UPI,Rohini,Delhi
ORD01517,C0773,2022-06-13,Pending,UPI,Vadodara,Gujarat
ORD01518,C0596,2022-11-14,Pending,Debit Card,Mysuru,Karnataka
ORD01519,C0775,2023-07-28,Delivered,Credit Card,Nizamabad,Telangana
ORD01520,C0096,2022-04-03,Returned,COD,Mysuru,Karnataka
ORD01521,C0150,2022-12-15,Delivered,Credit Card,Udaipur,Rajasthan
ORD01522,C0866,2022-10-28,Delivered,COD,Jaipur,Rajasthan
ORD01523,C0454,2022-02-11,Delivered,UPI,Howrah,West Bengal
ORD01524,C0507,2022-08-18,Cancelled,COD,Lucknow,Uttar Pradesh
ORD01525,C0451,2023-10-26,Cancelled,UPI,Dwarka,Delhi
ORD01526,C0988,2022-01-22,Cancelled,Credit Card,Kanpur,Uttar Pradesh
ORD01527,C0570,2023-07-19,Pending,UPI,Rajkot,Gujarat
ORD01528,C0595,2023-02-14,Delivered,Net Banking,Tiruchirappalli,Tamil Nadu
ORD01529,C0724,2023-01-08,Cancelled,UPI,Udaipur,Rajasthan
ORD01530,C0922,2022-08-29,Delivered,Credit Card,Durgapur,West Bengal
ORD01531,C0881,2023-12-21,Delivered,Credit Card,Madurai,Tamil Nadu
ORD01532,C0940,2023-06-04,Returned,Credit Card,Chennai,Tamil Nadu
ORD01533,C0234,2022-12-23,Returned,Debit Card,Belagavi,Karnataka
ORD01534,C0477,2022-10-03,Delivered,UPI,Warangal,Telangana
ORD01535,C0510,2023-08-29,Delivered,COD,Jabalpur,Madhya Pradesh
ORD01536,C0574,2023-04-05,Delivered,UPI,Chennai,Tamil Nadu
ORD01537,C0889,2023-12-25,Delivered,Debit Card,Asansol,West Bengal
ORD01538,C0584,2022-09-16,Pending,Debit Card,Mangaluru,Karnataka
ORD01539,C0442,2023-12-23,Returned,UPI,Jabalpur,Madhya Pradesh
ORD01540,C0678,2023-04-08,Delivered,Debit Card,Jodhpur,Rajasthan
ORD01541,C0239,2023-08-07,Returned,Credit Card,Agra,Uttar Pradesh
ORD01542,C0785,2023-07-07,Pending,Credit Card,Jodhpur,Rajasthan
ORD01543,C0055,2023-12-31,Returned,Credit Card,Aurangabad,Maharashtra
ORD01544,C0066,2023-06-27,Delivered,UPI,Belagavi,Karnataka
ORD01545,C0616,2022-07-03,Cancelled,UPI,Dwarka,Delhi
ORD01546,C0340,2022-04-02,Delivered,Credit Card,Ahmedabad,Gujarat
ORD01547,C0391,2023-12-15,Delivered,Net Banking,Kota,Rajasthan
ORD01548,C0319,2022-12-30,Delivered,Credit Card,Chennai,Tamil Nadu
ORD01549,C0093,2022-07-08,Delivered,UPI,Varanasi,Uttar Pradesh
ORD01550,C0348,2023-04-08,Returned,Credit Card,Kolkata,West Bengal
ORD01551,C0063,2023-07-25,Delivered,Credit Card,Aurangabad,Maharashtra
ORD01552,C0987,2023-06-26,Delivered,UPI,Chennai,Tamil Nadu
ORD01553,C0820,2023-08-05,Delivered,Net Banking,Lucknow,Uttar Pradesh
ORD01554,C0652,2023-09-28,Delivered,Credit Card,Coimbatore,Tamil Nadu
ORD01555,C0894,2023-12-01,Pending,Credit Card,Kolkata,West Bengal
ORD01556,C0913,2023-03-28,Returned,Net Banking,Indore,Madhya Pradesh
ORD01557,C0153,2023-04-01,Delivered,UPI,Tiruchirappalli,Tamil Nadu
ORD01558,C0827,2022-11-16,Pending,UPI,Hyderabad,Telangana
ORD01559,C0531,2022-06-21,Pending,Credit Card,Tiruchirappalli,Tamil Nadu
ORD01560,C0628,2022-12-12,Pending,COD,Indore,Madhya Pradesh
ORD01561,C0803,2023-04-04,Pending,Debit Card,Karimnagar,Telangana
ORD01562,C0253,2023-01-10,Delivered,COD,Mangaluru,Karnataka
ORD01563,C0814,2023-02-18,Delivered,UPI,Surat,Gujarat
ORD01564,C0102,2023-06-17,Delivered,Debit Card,Gandhinagar,Gujarat
ORD01565,C0589,2023-12-21,Delivered,Credit Card,Khammam,Telangana
ORD01566,C0290,2022-11-25,Delivered,Debit Card,Warangal,Telangana
ORD01567,C0414,2023-03-22,Delivered,Credit Card,Varanasi,Uttar Pradesh
ORD01568,C0330,2023-07-29,Delivered,Credit Card,Ahmedabad,Gujarat
ORD01569,C0790,2023-12-02,Delivered,Credit Card,Vadodara,Gujarat
ORD01570,C0970,2022-04-02,Delivered,Credit Card,Pune,Maharashtra
ORD01571,C0178,2023-10-19,Delivered,UPI,Ujjain,Madhya Pradesh
ORD01572,C0990,2022-11-07,Delivered,Credit Card,Mumbai,Maharashtra
ORD01573,C0844,2023-12-02,Cancelled,Debit Card,Hyderabad,Telangana
ORD01574,C0521,2023-01-15,Delivered,UPI,Warangal,Telangana
ORD01575,C0469,2022-07-10,Cancelled,Debit Card,New Delhi,Delhi
ORD01576,C0508,2022-07-31,Delivered,Debit Card,Mysuru,Karnataka
ORD01577,C0211,2023-12-07,Delivered,UPI,Nashik,Maharashtra
ORD01578,C0182,2023-02-04,Cancelled,Credit Card,Rohini,Delhi
ORD01579,C0160,2022-05-26,Delivered,Debit Card,Jaipur,Rajasthan
ORD01580,C0697,2023-08-08,Returned,COD,Varanasi,Uttar Pradesh
ORD01581,C0963,2023-11-01,Returned,UPI,Kanpur,Uttar Pradesh
ORD01582,C0844,2023-02-28,Delivered,Net Banking,Nashik,Maharashtra
ORD01583,C0260,2023-09-07,Delivered,Debit Card,Janakpuri,Delhi
ORD01584,C0132,2023-11-10,Delivered,UPI,Nashik,Maharashtra
ORD01585,C0163,2023-05-16,Delivered,Credit Card,Bengaluru,Karnataka
ORD01586,C0979,2023-11-29,Returned,Debit Card,Madurai,Tamil Nadu
ORD01587,C0294,2022-10-19,Cancelled,UPI,Noida,Uttar Pradesh
