item_id,order_id,product_id,quantity,unit_price,discount_percent,total_price
2175,ORD00556,P031,5,510,0,2550.0
2176,ORD02728,P058,2,820,0,1640.0
2177,ORD01832,P049,4,520,15,1768.0
2178,ORD04589,P050,3,7950,0,23850.0
2179,ORD03050,P018,4,2720,0,10880.0
2180,ORD00977,P004,4,6680,0,26720.0
2181,ORD02850,P086,3,3800,20,9120.0
2182,ORD00069,P047,2,2430,5,4617.0
2183,ORD03060,P005,5,3920,0,19600.0
2184,ORD04037,P035,3,7450,0,22350.0
2185,ORD01565,P044,5,3990,5,18952.5
2186,ORD04475,P076,4,240,5,912.0
2187,ORD02605,P072,4,5410,5,20558.0
2188,ORD03270,P032,3,660,0,1980.0
2189,ORD00287,P050,2,7950,0,15900.0
2190,ORD02834,P009,3,5550,0,16650.0
2191,ORD04812,P097,4,2020,5,7676.0
2192,ORD02976,P010,5,5910,0,29550.0
2193,ORD04268,P033,5,2160,0,10800.0
2194,ORD00549,P023,4,2250,10,8100.0
2195,ORD02189,P098,3,4950,10,13365.0
2196,ORD02739,P068,1,1770,5,1681.5
2197,ORD04035,P055,2,1840,0,3680.0
2198,ORD02203,P054,1,1830,0,1830.0
2199,ORD03086,P010,3,5910,0,17730.0
2200,ORD03536,P099,3,2170,0,6510.0
2201,ORD01157,P017,3,1150,15,2932.5
2202,ORD03684,P006,5,3090,0,15450.0
2203,ORD00020,P014,3,3350,5,9547.5
2204,ORD00886,P022,5,7880,10,35460.0
2205,ORD00593,P079,5,640,5,3040.0
2206,ORD00357,P100,5,3910,5,18572.5
2207,ORD02057,P032,4,660,10,2376.0
2208,ORD02475,P071,1,7700,10,6930.0
2209,ORD03292,P066,1,660,5,627.0
2210,ORD04928,P032,1,660,10,594.0
2211,ORD04270,P003,3,2910,5,8293.5
2212,ORD04856,P078,1,260,0,260.0
2213,ORD04161,P006,5,3090,0,15450.0
2214,ORD00132,P025,2,5570,0,11140.0
2215,ORD00207,P044,1,3990,5,3790.5
2216,ORD00921,P089,1,3940,0,3940.0
2217,ORD01814,P044,5,3990,10,17955.0
2218,ORD03540,P076,5,240,0,1200.0
2219,ORD01511,P014,2,3350,20,5360.0
2220,ORD00797,P053,4,6220,5,23636.0
2221,ORD03425,P003,2,2910,20,4656.0
2222,ORD00616,P021,3,9290,15,23689.5
2223,ORD03671,P055,3,1840,0,5520.0
2224,ORD00941,P020,3,4350,5,12397.5
2225,ORD01558,P051,2,2600,0,5200.0
2226,ORD02192,P080,5,8110,10,36495.0
2227,ORD02159,P075,3,3180,5,9063.0
2228,ORD01411,P050,1,7950,15,6757.5
2229,ORD01218,P001,2,5230,0,10460.0
2230,ORD02128,P096,4,4220,0,16880.0
2231,ORD02900,P064,1,680,10,612.0
2232,ORD03201,P046,4,710,15,2414.0
2233,ORD04197,P081,1,3660,0,3660.0
2234,ORD02339,P074,5,1980,0,9900.0
2235,ORD00470,P039,2,480,15,816.0
2236,ORD04668,P087,4,1870,0,7480.0
2237,ORD00823,P051,3,2600,0,7800.0
2238,ORD04329,P050,2,7950,15,13515.0
2239,ORD04617,P042,2,6210,10,11178.0
2240,ORD01067,P099,2,2170,10,3906.0
2241,ORD00189,P061,2,3200,20,5120.0
2242,ORD04527,P063,4,1930,0,7720.0
2243,ORD01527,P053,1,6220,15,5287.0
2244,ORD04658,P047,3,2430,5,6925.5
2245,ORD02627,P070,4,2230,0,8920.0
2246,ORD00110,P089,3,3940,15,10047.0
2247,ORD01640,P074,2,1980,0,3960.0
2248,ORD00297,P067,2,3370,0,6740.0
2249,ORD02288,P019,4,390,5,1482.0
2250,ORD02891,P073,5,5040,15,21420.0
2251,ORD01024,P076,2,240,0,480.0
2252,ORD03139,P048,4,5520,5,20976.0
2253,ORD01457,P048,5,5520,0,27600.0
2254,ORD01164,P059,4,5810,5,22078.0
2255,ORD01138,P031,4,510,5,1938.0
2256,ORD00680,P023,4,2250,0,9000.0
2257,ORD02084,P016,5,990,0,4950.0
2258,ORD04976,P091,3,2030,20,4872.0
2259,ORD03853,P072,1,5410,0,5410.0
2260,ORD01100,P066,1,660,0,660.0
2261,ORD03723,P064,1,680,5,646.0
2262,ORD00220,P054,2,1830,5,3477.0
2263,ORD02973,P003,2,2910,10,5238.0
2264,ORD04681,P037,3,7960,5,22686.0
2265,ORD02989,P086,2,3800,0,7600.0
2266,ORD02310,P090,2,210,5,399.0
2267,ORD00252,P096,2,4220,0,8440.0
2268,ORD01953,P095,1,4480,10,4032.0
2269,ORD03533,P085,4,2550,20,8160.0
2270,ORD04695,P082,1,990,15,841.5
2271,ORD03458,P082,4,990,20,3168.0
2272,ORD02106,P061,4,3200,5,12160.0
2273,ORD01113,P097,1,2020,10,1818.0
2274,ORD00800,P011,1,2250,0,2250.0
2275,ORD04517,P030,5,1660,0,8300.0
2276,ORD03837,P072,2,5410,0,10820.0
2277,ORD00696,P083,5,570,0,2850.0
2278,ORD03897,P080,3,8110,5,23113.5
2279,ORD01544,P096,3,4220,0,12660.0
2280,ORD02659,P028,5,4330,0,21650.0
2281,ORD01063,P018,3,2720,0,8160.0
2282,ORD04035,P062,4,450,10,1620.0
2283,ORD03736,P059,3,5810,0,17430.0
2284,ORD02778,P007,2,980,20,1568.0
2285,ORD04270,P068,3,1770,0,5310.0
2286,ORD00818,P037,5,7960,0,39800.0
2287,ORD00286,P030,4,1660,0,6640.0
2288,ORD01887,P075,4,3180,10,11448.0
2289,ORD04377,P063,5,1930,10,8685.0
2290,ORD02440,P023,1,2250,10,2025.0
2291,ORD02338,P060,3,1970,15,5023.5
2292,ORD04816,P099,5,2170,0,10850.0
2293,ORD04121,P077,3,2940,0,8820.0
2294,ORD03890,P008,4,5280,5,20064.0
2295,ORD02003,P088,5,1770,0,8850.0
2296,ORD02789,P031,2,510,5,969.0
2297,ORD00448,P020,3,4350,0,13050.0
2298,ORD00666,P054,4,1830,5,6954.0
2299,ORD02375,P053,4,6220,5,23636.0
2300,ORD04304,P086,1,3800,5,3610.0
2301,ORD04666,P067,4,3370,0,13480.0
2302,ORD03394,P096,1,4220,15,3587.0
2303,ORD04704,P042,5,6210,10,27945.0
2304,ORD02688,P075,2,3180,10,5724.0
2305,ORD00530,P015,5,750,0,3750.0
2306,ORD03590,P023,2,2250,20,3600.0
2307,ORD02722,P081,1,3660,0,3660.0
2308,ORD02301,P059,2,5810,5,11039.0
2309,ORD04678,P055,2,1840,0,3680.0
2310,ORD01612,P065,5,5610,0,28050.0
2311,ORD02893,P038,5,650,15,2762.5
2312,ORD04043,P087,4,1870,5,7106.0
2313,ORD03922,P071,2,7700,10,13860.0
2314,ORD01108,P003,1,2910,5,2764.5
2315,ORD01011,P003,1,2910,0,2910.0
2316,ORD02094,P023,5,2250,10,10125.0
2317,ORD03410,P077,1,2940,0,2940.0
2318,ORD02620,P011,3,2250,5,6412.5
2319,ORD04802,P044,1,3990,0,3990.0
2320,ORD04774,P099,1,2170,5,2061.5
2321,ORD03257,P057,1,2710,5,2574.5
2322,ORD00115,P085,5,2550,0,12750.0
2323,ORD02173,P081,3,3660,5,10431.0
2324,ORD03963,P024,3,3480,0,10440.0
2325,ORD01430,P062,3,450,15,1147.5
2326,ORD04827,P051,4,2600,0,10400.0
2327,ORD01053,P080,3,8110,10,21897.0
2328,ORD01626,P006,3,3090,0,9270.0
2329,ORD01019,P076,4,240,0,960.0
2330,ORD02719,P009,2,5550,5,10545.0
2331,ORD02098,P027,2,8050,0,16100.0
2332,ORD03540,P060,3,1970,5,5614.5
2333,ORD03966,P064,4,680,0,2720.0
2334,ORD01066,P050,3,7950,5,22657.5
2335,ORD03950,P042,1,6210,0,6210.0
2336,ORD00571,P002,3,1180,10,3186.0
2337,ORD04836,P057,5,2710,0,13550.0
2338,ORD00009,P061,4,3200,0,12800.0
2339,ORD01494,P066,1,660,20,528.0
2340,ORD03383,P011,5,2250,5,10687.5
2341,ORD03944,P034,4,5160,0,20640.0
2342,ORD03378,P078,4,260,10,936.0
2343,ORD02237,P061,2,3200,10,5760.0
2344,ORD00739,P059,1,5810,10,5229.0
2345,ORD01395,P038,2,650,0,1300.0
2346,ORD03467,P065,2,5610,10,10098.0
2347,ORD00414,P028,2,4330,0,8660.0
2348,ORD01616,P050,5,7950,0,39750.0
2349,ORD01183,P047,3,2430,5,6925.5
2350,ORD03111,P063,2,1930,0,3860.0
2351,ORD00087,P061,5,3200,10,14400.0
2352,ORD00454,P085,4,2550,0,10200.0
2353,ORD01835,P084,5,2390,0,11950.0
2354,ORD03779,P050,3,7950,15,20272.5
2355,ORD03402,P096,1,4220,0,4220.0
2356,ORD03104,P012,3,340,5,969.0
2357,ORD04977,P027,4,8050,5,30590.0
2358,ORD01938,P014,5,3350,0,16750.0
2359,ORD03616,P043,4,4260,5,16188.0
2360,ORD02095,P029,5,2480,15,10540.0
2361,ORD00314,P075,3,3180,0,9540.0
2362,ORD04958,P044,4,3990,15,13566.0
2363,ORD03285,P028,1,4330,0,4330.0
2364,ORD03227,P026,4,4300,0,17200.0
2365,ORD00968,P007,3,980,5,2793.0
2366,ORD03186,P034,1,5160,0,5160.0
2367,ORD03788,P095,1,4480,15,3808.0
2368,ORD04108,P014,1,3350,0,3350.0
2369,ORD02982,P098,2,4950,15,8415.0
2370,ORD03903,P096,2,4220,5,8018.0
2371,ORD02990,P021,4,9290,15,31586.0
2372,ORD01337,P098,5,4950,0,24750.0
2373,ORD04458,P051,4,2600,5,9880.0
2374,ORD00502,P043,3,4260,0,12780.0
2375,ORD04856,P075,1,3180,5,3021.0
2376,ORD01493,P089,5,3940,15,16745.0
2377,ORD03148,P078,5,260,15,1105.0
2378,ORD02668,P038,5,650,0,3250.0
2379,ORD03918,P002,1,1180,5,1121.0
2380,ORD04702,P032,2,660,10,1188.0
2381,ORD00860,P028,2,4330,0,8660.0
2382,ORD04686,P025,4,5570,10,20052.0
2383,ORD03447,P003,2,2910,0,5820.0
2384,ORD03560,P098,5,4950,10,22275.0
2385,ORD02353,P010,3,5910,5,16843.5
2386,ORD00685,P089,2,3940,10,7092.0
2387,ORD00553,P068,3,1770,0,5310.0
2388,ORD03068,P009,5,5550,0,27750.0
2389,ORD03389,P097,1,2020,5,1919.0
2390,ORD02987,P044,5,3990,5,18952.5
2391,ORD01271,P029,3,2480,0,7440.0
2392,ORD01063,P089,5,3940,0,19700.0
2393,ORD04017,P086,1,3800,15,3230.0
2394,ORD03582,P025,1,5570,10,5013.0
2395,ORD01240,P099,2,2170,5,4123.0
2396,ORD01453,P078,2,260,10,468.0
2397,ORD02924,P019,5,390,15,1657.5
2398,ORD04319,P079,4,640,0,2560.0
2399,ORD01589,P045,5,6940,5,32965.0
2400,ORD02461,P063,2,1930,0,3860.0
2401,ORD02538,P095,4,4480,0,17920.0
2402,ORD02270,P087,3,1870,0,5610.0
2403,ORD03727,P088,2,1770,15,3009.0
2404,ORD02011,P014,1,3350,15,2847.5
2405,ORD01007,P071,3,7700,10,20790.0
2406,ORD00404,P068,5,1770,0,8850.0
2407,ORD04423,P062,3,450,0,1350.0
2408,ORD02544,P045,1,6940,10,6246.0
2409,ORD02773,P070,1,2230,5,2118.5
2410,ORD02622,P068,1,1770,0,1770.0
2411,ORD04605,P083,5,570,15,2422.5
2412,ORD03445,P063,5,1930,5,9167.5
2413,ORD02130,P033,4,2160,0,8640.0
2414,ORD04820,P028,4,4330,5,16454.0
2415,ORD04490,P055,4,1840,0,7360.0
2416,ORD03147,P082,3,990,0,2970.0
2417,ORD02708,P032,2,660,0,1320.0
2418,ORD03639,P057,3,2710,10,7317.0
2419,ORD03346,P030,2,1660,20,2656.0
2420,ORD04729,P019,2,390,10,702.0
2421,ORD03526,P022,5,7880,0,39400.0
2422,ORD00609,P045,1,6940,0,6940.0
2423,ORD03973,P038,2,650,5,1235.0
2424,ORD04086,P032,3,660,20,1584.0
2425,ORD00412,P042,2,6210,0,12420.0
2426,ORD02374,P002,3,1180,15,3009.0
2427,ORD00032,P033,4,2160,0,8640.0
2428,ORD03414,P004,5,6680,5,31730.0
2429,ORD04618,P055,2,1840,5,3496.0
2430,ORD02210,P046,5,710,5,3372.5
2431,ORD01936,P053,4,6220,0,24880.0
2432,ORD04364,P097,3,2020,5,5757.0
2433,ORD04969,P072,1,5410,0,5410.0
2434,ORD02442,P063,2,1930,0,3860.0
2435,ORD02989,P027,5,8050,0,40250.0
2436,ORD04332,P068,3,1770,5,5044.5
2437,ORD02454,P065,5,5610,5,26647.5
2438,ORD02838,P084,3,2390,5,6811.5
2439,ORD02005,P015,5,750,5,3562.5
2440,ORD02150,P034,5,5160,15,21930.0
2441,ORD00529,P056,2,830,10,1494.0
2442,ORD02623,P024,3,3480,5,9918.0
2443,ORD03912,P062,4,450,0,1800.0
2444,ORD03593,P082,2,990,0,1980.0
2445,ORD01821,P065,3,5610,5,15988.5
2446,ORD03641,P048,4,5520,15,18768.0
2447,ORD00596,P080,1,8110,15,6893.5
2448,ORD04611,P067,4,3370,0,13480.0
2449,ORD04037,P076,5,240,10,1080.0
2450,ORD01810,P017,2,1150,10,2070.0
2451,ORD00332,P082,1,990,15,841.5
2452,ORD02652,P076,1,240,0,240.0
2453,ORD02873,P095,1,4480,0,4480.0
2454,ORD03112,P042,5,6210,0,31050.0
2455,ORD00266,P042,5,6210,0,31050.0
2456,ORD01836,P036,3,1210,15,3085.5
2457,ORD02380,P053,2,6220,15,10574.0
2458,ORD03845,P014,2,3350,0,6700.0
2459,ORD01920,P032,1,660,10,594.0
2460,ORD03330,P044,2,3990,0,7980.0
2461,ORD01596,P092,3,370,5,1054.5
2462,ORD03870,P041,5,2410,5,11447.5
2463,ORD00165,P074,4,1980,20,6336.0
2464,ORD01282,P065,2,5610,10,10098.0
2465,ORD00984,P077,4,2940,15,9996.0
2466,ORD04304,P063,5,1930,5,9167.5
2467,ORD02665,P082,4,990,5,3762.0
2468,ORD04523,P019,4,390,20,1248.0
2469,ORD03810,P055,2,1840,0,3680.0
2470,ORD03841,P059,2,5810,5,11039.0
2471,ORD04223,P093,2,1750,15,2975.0
2472,ORD03153,P053,1,6220,5,5909.0
2473,ORD04665,P064,5,680,10,3060.0
2474,ORD02745,P002,1,1180,5,1121.0
2475,ORD02395,P036,3,1210,5,3448.5
2476,ORD03635,P091,2,2030,5,3857.0
2477,ORD01287,P079,1,640,5,608.0
2478,ORD00142,P057,5,2710,0,13550.0
2479,ORD01491,P089,2,3940,0,7880.0
2480,ORD01211,P058,5,820,0,4100.0
2481,ORD02373,P050,2,7950,0,15900.0
2482,ORD02493,P086,1,3800,10,3420.0
2483,ORD03485,P064,1,680,0,680.0
2484,ORD03622,P041,2,2410,5,4579.0
2485,ORD03624,P022,3,7880,10,21276.0
2486,ORD02587,P071,1,7700,10,6930.0
2487,ORD04836,P071,4,7700,5,29260.0
2488,ORD04146,P086,5,3800,0,19000.0
2489,ORD04054,P043,3,4260,10,11502.0
2490,ORD04511,P001,3,5230,0,15690.0
2491,ORD03211,P044,5,3990,5,18952.5
2492,ORD01163,P056,5,830,0,4150.0
2493,ORD03039,P005,4,3920,10,14112.0
2494,ORD00197,P045,1,6940,10,6246.0
2495,ORD00373,P053,5,6220,0,31100.0
2496,ORD01489,P009,2,5550,5,10545.0
2497,ORD02602,P050,5,7950,0,39750.0
2498,ORD03686,P004,2,6680,5,12692.0
2499,ORD04266,P043,2,4260,0,8520.0
2500,ORD04561,P099,2,2170,0,4340.0
2501,ORD04699,P022,3,7880,0,23640.0
2502,ORD03876,P014,4,3350,0,13400.0
2503,ORD03491,P089,2,3940,5,7486.0
2504,ORD04336,P048,5,5520,0,27600.0
2505,ORD03343,P072,3,5410,5,15418.5
2506,ORD04112,P027,4,8050,10,28980.0
2507,ORD04227,P016,4,990,0,3960.0
2508,ORD01630,P069,4,690,0,2760.0
2509,ORD03390,P006,4,3090,5,11742.0
2510,ORD03043,P045,5,6940,0,34700.0
2511,ORD01995,P095,3,4480,0,13440.0
2512,ORD00025,P041,4,2410,5,9158.0
2513,ORD01072,P046,1,710,0,710.0
2514,ORD01466,P043,5,4260,5,20235.0
2515,ORD04114,P071,1,7700,0,7700.0
2516,ORD04429,P041,3,2410,5,6868.5
2517,ORD01240,P028,3,4330,5,12340.5
2518,ORD02392,P097,3,2020,10,5454.0
2519,ORD01221,P006,5,3090,0,15450.0
2520,ORD02361,P015,1,750,10,675.0
2521,ORD00702,P048,1,5520,10,4968.0
2522,ORD02482,P075,2,3180,0,6360.0
2523,ORD03105,P002,5,1180,5,5605.0
2524,ORD03508,P099,1,2170,0,2170.0
2525,ORD03005,P081,4,3660,20,11712.0
2526,ORD00732,P030,3,1660,0,4980.0
2527,ORD02257,P057,3,2710,0,8130.0
2528,ORD00340,P040,3,4350,5,12397.5
2529,ORD00278,P083,5,570,5,2707.5
2530,ORD01066,P081,4,3660,0,14640.0
2531,ORD04676,P080,1,8110,15,6893.5
2532,ORD03150,P040,5,4350,10,19575.0
2533,ORD01983,P043,4,4260,5,16188.0
2534,ORD04147,P006,2,3090,10,5562.0
2535,ORD03226,P028,5,4330,0,21650.0
2536,ORD02400,P063,2,1930,15,3281.0
2537,ORD02494,P047,3,2430,10,6561.0
2538,ORD00797,P063,1,1930,5,1833.5
2539,ORD01810,P031,3,510,0,1530.0
2540,ORD02432,P083,2,570,0,1140.0
2541,ORD03334,P052,2,640,5,1216.0
2542,ORD00289,P099,1,2170,10,1953.0
2543,ORD02129,P046,2,710,5,1349.0
2544,ORD04496,P003,3,2910,10,7857.0
2545,ORD04507,P098,5,4950,10,22275.0
2546,ORD03418,P064,2,680,10,1224.0
2547,ORD00856,P039,1,480,5,456.0
2548,ORD03085,P015,4,750,0,3000.0
2549,ORD04748,P065,4,5610,0,22440.0
2550,ORD04079,P002,5,1180,5,5605.0
2551,ORD00948,P051,4,2600,20,8320.0
2552,ORD04596,P014,2,3350,15,5695.0
2553,ORD01883,P081,5,3660,0,18300.0
2554,ORD04938,P014,2,3350,5,6365.0
2555,ORD02989,P007,1,980,0,980.0
2556,ORD02667,P034,4,5160,0,20640.0
2557,ORD01258,P048,4,5520,0,22080.0
2558,ORD01269,P045,2,6940,0,13880.0
2559,ORD01043,P057,4,2710,5,10298.0
2560,ORD03707,P051,2,2600,10,4680.0
2561,ORD01326,P097,5,2020,0,10100.0
2562,ORD04082,P096,5,4220,15,17935.0
2563,ORD04001,P036,3,1210,0,3630.0
2564,ORD00491,P081,5,3660,5,17385.0
2565,ORD03698,P016,4,990,15,3366.0
2566,ORD01807,P012,3,340,10,918.0
2567,ORD00771,P055,1,1840,15,1564.0
2568,ORD01414,P049,1,520,0,520.0
2569,ORD02069,P058,1,820,15,697.0
2570,ORD02728,P005,3,3920,0,11760.0
2571,ORD00859,P048,2,5520,0,11040.0
2572,ORD02326,P045,5,6940,10,31230.0
2573,ORD01176,P077,4,2940,10,10584.0
2574,ORD02342,P094,3,510,0,1530.0
2575,ORD04697,P015,2,750,15,1275.0
2576,ORD03793,P072,1,5410,0,5410.0
2577,ORD04146,P063,4,1930,0,7720.0
2578,ORD04940,P025,5,5570,10,25065.0
2579,ORD03640,P032,5,660,0,3300.0
2580,ORD02665,P095,2,4480,0,8960.0
2581,ORD01423,P061,4,3200,0,12800.0
2582,ORD03981,P037,1,7960,0,7960.0
2583,ORD02143,P098,3,4950,0,14850.0
2584,ORD01396,P056,1,830,0,830.0
2585,ORD01567,P037,2,7960,0,15920.0
2586,ORD02798,P050,1,7950,5,7552.5
2587,ORD01175,P056,2,830,10,1494.0
2588,ORD01703,P069,3,690,15,1759.5
2589,ORD02950,P045,1,6940,10,6246.0
2590,ORD04716,P086,3,3800,0,11400.0
2591,ORD01086,P081,3,3660,10,9882.0
2592,ORD03943,P044,1,3990,0,3990.0
2593,ORD04434,P065,1,5610,5,5329.5
2594,ORD02244,P083,5,570,15,2422.5
2595,ORD00109,P057,2,2710,5,5149.0
2596,ORD01240,P051,2,2600,0,5200.0
2597,ORD00268,P089,2,3940,5,7486.0
2598,ORD01736,P063,5,1930,15,8202.5
2599,ORD02034,P020,4,4350,5,16530.0
2600,ORD03698,P032,2,660,0,1320.0
2601,ORD03355,P017,4,1150,0,4600.0
2602,ORD03519,P057,3,2710,0,8130.0
2603,ORD02751,P065,5,5610,15,23842.5
2604,ORD04757,P082,3,990,10,2673.0
2605,ORD04403,P058,4,820,10,2952.0
2606,ORD04781,P088,2,1770,20,2832.0
2607,ORD02372,P035,5,7450,5,35387.5
2608,ORD00598,P026,4,4300,5,16340.0
2609,ORD04055,P021,4,9290,0,37160.0
2610,ORD02136,P091,5,2030,20,8120.0
2611,ORD00038,P088,3,1770,0,5310.0
2612,ORD03463,P057,5,2710,0,13550.0
2613,ORD01530,P005,2,3920,0,7840.0
2614,ORD01012,P092,2,370,15,629.0
2615,ORD03963,P058,5,820,0,4100.0
2616,ORD01994,P039,1,480,15,408.0
2617,ORD04544,P088,5,1770,0,8850.0
2618,ORD01636,P014,3,3350,10,9045.0
2619,ORD00786,P066,1,660,0,660.0
2620,ORD03300,P036,5,1210,10,5445.0
2621,ORD01291,P032,4,660,0,2640.0
2622,ORD00478,P016,5,990,0,4950.0
2623,ORD04330,P089,5,3940,5,18715.0
2624,ORD02994,P025,1,5570,0,5570.0
2625,ORD02262,P100,2,3910,5,7429.0
2626,ORD04458,P013,3,1410,5,4018.5
2627,ORD02131,P012,3,340,5,969.0
2628,ORD00692,P003,4,2910,10,10476.0
2629,ORD00101,P065,4,5610,10,20196.0
2630,ORD01931,P092,4,370,0,1480.0
2631,ORD02374,P051,1,2600,20,2080.0
2632,ORD03362,P084,2,2390,10,4302.0
2633,ORD02548,P064,5,680,5,3230.0
2634,ORD01080,P019,3,390,0,1170.0
2635,ORD04508,P090,2,210,15,357.0
2636,ORD03492,P083,1,570,15,484.5
2637,ORD02005,P044,1,3990,20,3192.0
2638,ORD01028,P009,1,5550,5,5272.5
2639,ORD00272,P010,3,5910,15,15070.5
2640,ORD04768,P064,1,680,0,680.0
2641,ORD04289,P009,1,5550,5,5272.5
2642,ORD03913,P083,3,570,0,1710.0
2643,ORD03463,P068,4,1770,0,7080.0
2644,ORD03066,P007,5,980,0,4900.0
2645,ORD04525,P012,4,340,5,1292.0
2646,ORD01344,P015,3,750,0,2250.0
2647,ORD01852,P061,2,3200,0,6400.0
2648,ORD03715,P011,3,2250,10,6075.0
2649,ORD04740,P003,2,2910,5,5529.0
2650,ORD04938,P020,1,4350,15,3697.5
2651,ORD02796,P095,4,4480,0,17920.0
2652,ORD00325,P062,1,450,5,427.5
2653,ORD02331,P064,3,680,5,1938.0
2654,ORD02674,P084,4,2390,5,9082.0
2655,ORD04377,P068,5,1770,0,8850.0
2656,ORD01893,P022,4,7880,0,31520.0
2657,ORD00961,P043,2,4260,0,8520.0
2658,ORD01698,P023,2,2250,5,4275.0
2659,ORD01431,P099,3,2170,0,6510.0
2660,ORD00919,P038,5,650,5,3087.5
2661,ORD02039,P071,3,7700,5,21945.0
2662,ORD03014,P038,2,650,5,1235.0
2663,ORD04145,P069,4,690,10,2484.0
2664,ORD02958,P077,3,2940,5,8379.0
2665,ORD00427,P008,4,5280,10,19008.0
2666,ORD04703,P023,3,2250,10,6075.0
2667,ORD01776,P052,4,640,20,2048.0
2668,ORD04287,P031,4,510,10,1836.0
2669,ORD02945,P082,3,990,5,2821.5
2670,ORD02295,P044,5,3990,0,19950.0
2671,ORD04038,P047,1,2430,0,2430.0
2672,ORD04095,P096,4,4220,20,13504.0
2673,ORD04761,P007,2,980,0,1960.0
2674,ORD01187,P013,1,1410,10,1269.0
2675,ORD02971,P076,5,240,0,1200.0
2676,ORD01581,P027,2,8050,0,16100.0
2677,ORD03071,P087,4,1870,5,7106.0
2678,ORD02168,P003,1,2910,0,2910.0
2679,ORD02560,P052,1,640,0,640.0
2680,ORD01638,P027,3,8050,0,24150.0
2681,ORD03562,P022,2,7880,10,14184.0
2682,ORD03140,P007,5,980,0,4900.0
2683,ORD03177,P096,3,4220,0,12660.0
2684,ORD03165,P052,2,640,0,1280.0
2685,ORD03106,P013,3,1410,0,4230.0
2686,ORD04504,P020,2,4350,0,8700.0
2687,ORD00523,P061,1,3200,5,3040.0
2688,ORD00992,P078,5,260,0,1300.0
2689,ORD03811,P095,3,4480,0,13440.0
2690,ORD00903,P078,5,260,0,1300.0
2691,ORD04540,P010,5,5910,15,25117.5
2692,ORD00096,P001,3,5230,0,15690.0
2693,ORD03613,P030,3,1660,0,4980.0
2694,ORD03418,P029,3,2480,5,7068.0
2695,ORD00713,P061,4,3200,0,12800.0
2696,ORD01492,P034,1,5160,0,5160.0
2697,ORD00231,P020,2,4350,10,7830.0
2698,ORD04320,P097,4,2020,5,7676.0
2699,ORD00802,P007,4,980,0,3920.0
2700,ORD03469,P003,2,2910,0,5820.0
2701,ORD01374,P025,3,5570,15,14203.5
2702,ORD03607,P057,3,2710,0,8130.0
2703,ORD02466,P075,1,3180,0,3180.0
2704,ORD00701,P064,3,680,0,2040.0
2705,ORD01053,P092,4,370,15,1258.0
2706,ORD04041,P089,3,3940,0,11820.0
2707,ORD01000,P041,5,2410,5,11447.5
2708,ORD04282,P080,5,8110,5,38522.5
2709,ORD00945,P052,5,640,15,2720.0
2710,ORD00809,P062,1,450,0,450.0
2711,ORD00929,P012,1,340,0,340.0
2712,ORD02156,P015,2,750,0,1500.0
2713,ORD04103,P040,3,4350,15,11092.5
2714,ORD03412,P057,2,2710,0,5420.0
2715,ORD01671,P057,1,2710,15,2303.5
2716,ORD03850,P092,3,370,0,1110.0
2717,ORD00005,P088,4,1770,0,7080.0
2718,ORD02632,P040,3,4350,5,12397.5
2719,ORD04447,P046,4,710,10,2556.0
2720,ORD00041,P025,3,5570,0,16710.0
2721,ORD01002,P084,1,2390,15,2031.5
2722,ORD03304,P012,4,340,0,1360.0
2723,ORD00855,P027,1,8050,0,8050.0
2724,ORD01030,P058,2,820,5,1558.0
2725,ORD00742,P086,5,3800,5,18050.0
2726,ORD00720,P059,2,5810,0,11620.0
2727,ORD02003,P041,4,2410,5,9158.0
2728,ORD02930,P055,3,1840,0,5520.0
2729,ORD00522,P073,1,5040,5,4788.0
2730,ORD02599,P038,2,650,10,1170.0
2731,ORD00469,P091,4,2030,5,7714.0
2732,ORD01217,P038,1,650,0,650.0
2733,ORD02296,P027,3,8050,10,21735.0
2734,ORD01414,P039,1,480,10,432.0
2735,ORD02077,P061,3,3200,15,8160.0
2736,ORD03243,P056,2,830,0,1660.0
2737,ORD04327,P019,2,390,0,780.0
2738,ORD00512,P083,4,570,15,1938.0
2739,ORD02408,P017,1,1150,10,1035.0
2740,ORD03463,P066,3,660,0,1980.0
2741,ORD01838,P067,5,3370,10,15165.0
2742,ORD00802,P081,3,3660,5,10431.0
2743,ORD01951,P036,4,1210,0,4840.0
2744,ORD01204,P009,4,5550,0,22200.0
2745,ORD02107,P042,2,6210,10,11178.0
2746,ORD01914,P013,4,1410,10,5076.0
2747,ORD02215,P075,3,3180,0,9540.0
2748,ORD00277,P100,3,3910,5,11143.5
2749,ORD02360,P014,1,3350,5,3182.5
2750,ORD01747,P061,1,3200,15,2720.0
2751,ORD02381,P083,4,570,10,2052.0
2752,ORD01984,P081,1,3660,10,3294.0
2753,ORD00098,P064,5,680,5,3230.0
2754,ORD00373,P082,4,990,5,3762.0
2755,ORD04724,P088,3,1770,5,5044.5
2756,ORD03079,P007,1,980,5,931.0
2757,ORD04317,P030,1,1660,0,1660.0
2758,ORD02644,P082,3,990,5,2821.5
2759,ORD04002,P040,4,4350,0,17400.0
2760,ORD02192,P090,2,210,0,420.0
2761,ORD04987,P061,2,3200,0,6400.0
2762,ORD04940,P062,1,450,0,450.0
2763,ORD03495,P065,3,5610,0,16830.0
2764,ORD02973,P031,1,510,5,484.5
