order_id,customer_id,order_date,status,payment_method,shipping_city,shipping_state,order_year,order_month,order_quarter,order_weekday,order_week_number
ORD01245,C0219,2023-09-24,Delivered,COD,Asansol,West Bengal,2023,9,Q3,Sunday,38
ORD01246,C0384,2022-07-03,Pending,COD,Janakpuri,Delhi,2022,7,Q3,Sunday,26
ORD01247,C0370,2023-06-23,Delivered,Credit Card,Janakpuri,Delhi,2023,6,Q2,Friday,25
ORD01248,C0933,2023-01-13,Pending,Credit Card,Kolkata,West Bengal,2023,1,Q1,Friday,2
ORD01249,C0280,2022-02-04,Delivered,Debit Card,Aurangabad,Maharashtra,2022,2,Q1,Friday,5
ORD01250,C0713,2023-12-23,Delivered,Debit Card,Jaipur,Rajasthan,2023,12,Q4,Saturday,51
ORD01251,C0884,2023-04-28,Pending,Debit Card,Bhopal,Madhya Pradesh,2023,4,Q2,Friday,17
ORD01252,C0485,2023-10-26,Returned,Net Banking,Surat,Gujarat,2023,10,Q4,Thursday,43
ORD01253,C0030,2023-09-20,Cancelled,UPI,Nagpur,Maharashtra,2023,9,Q3,Wednesday,38
ORD01254,C0085,2023-03-06,Cancelled,UPI,Coimbatore,Tamil Nadu,2023,3,Q1,Monday,10
ORD01255,C0322,2022-04-10,Cancelled,UPI,Ahmedabad,Gujarat,2022,4,Q2,Sunday,14
ORD01256,C0756,2022-01-18,Delivered,Debit Card,Saket,Delhi,2022,1,Q1,Tuesday,3
ORD01257,C0928,2023-08-24,Returned,Credit Card,Howrah,West Bengal,2023,8,Q3,Thursday,34
ORD01258,C0427,2023-11-15,Delivered,UPI,Nashik,Maharashtra,2023,11,Q4,Wednesday,46
ORD01259,C0747,2022-10-01,Delivered,Credit Card,Warangal,Telangana,2022,10,Q4,Saturday,39
ORD01260,C0204,2023-12-07,Delivered,UPI,Noida,Uttar Pradesh,2023,12,Q4,Thursday,49
ORD01261,C0281,2023-07-29,Delivered,UPI,Nagpur,Maharashtra,2023,7,Q3,Saturday,30
ORD01262,C0580,2023-04-20,Delivered,COD,Bhopal,Madhya Pradesh,2023,4,Q2,Thursday,16
ORD01263,C0191,2022-11-22,Delivered,COD,Chennai,Tamil Nadu,2022,11,Q4,Tuesday,47
ORD01264,C0223,2023-10-16,Delivered,UPI,Chennai,Tamil Nadu,2023,10,Q4,Monday,42
ORD01265,C0858,2023-11-29,Delivered,COD,Rohini,Delhi,2023,11,Q4,Wednesday,48
ORD01266,C0318,2022-02-24,Delivered,UPI,Dwarka,Delhi,2022,2,Q1,Thursday,8
ORD01267,C0579,2022-11-20,Delivered,Net Banking,Kanpur,Uttar Pradesh,2022,11,Q4,Sunday,46
ORD01268,C0182,2022-10-30,Delivered,Credit Card,Kanpur,Uttar Pradesh,2022,10,Q4,Sunday,43
ORD01269,C0364,2023-08-16,Delivered,Debit Card,Hubballi,Karnataka,2023,8,Q3,Wednesday,33
ORD01270,C0850,2023-10-09,Delivered,UPI,Karimnagar,Telangana,2023,10,Q4,Monday,41
ORD01271,C0160,2023-07-05,Delivered,COD,Jabalpur,Madhya Pradesh,2023,7,Q3,Wednesday,27
ORD01272,C0662,2023-11-30,Returned,UPI,Udaipur,Rajasthan,2023,11,Q4,Thursday,48
ORD01273,C0850,2022-10-03,Delivered,Debit Card,Khammam,Telangana,2022,10,Q4,Monday,40
ORD01274,C0479,2022-09-25,Delivered,UPI,Kanpur,Uttar Pradesh,2022,9,Q3,Sunday,38
ORD01275,C0144,2023-04-24,Delivered,Credit Card,Salem,Tamil Nadu,2023,4,Q2,Monday,17
ORD01276,C0923,2022-02-04,Delivered,UPI,Ajmer,Rajasthan,2022,2,Q1,Friday,5
ORD01277,C0163,2023-03-08,Delivered,UPI,Kolkata,West Bengal,2023,3,Q1,Wednesday,10
ORD01278,C0936,2023-01-02,Delivered,Credit Card,Mysuru,Karnataka,2023,1,Q1,Monday,1
ORD01279,C0450,2023-09-24,Delivered,Credit Card,Chennai,Tamil Nadu,2023,9,Q3,Sunday,38
ORD01280,C0485,2022-09-07,Delivered,Credit Card,Kota,Rajasthan,2022,9,Q3,Wednesday,36
ORD01281,C0695,2023-02-15,Delivered,COD,Asansol,West Bengal,2023,2,Q1,Wednesday,7
ORD01282,C0111,2023-03-08,Delivered,UPI,Saket,Delhi,2023,3,Q1,Wednesday,10
ORD01283,C0608,2022-01-30,Delivered,UPI,Jabalpur,Madhya Pradesh,2022,1,Q1,Sunday,4
ORD01284,C0989,2023-12-16,Pending,UPI,Noida,Uttar Pradesh,2023,12,Q4,Saturday,50
ORD01285,C0134,2023-11-11,Delivered,COD,Indore,Madhya Pradesh,2023,11,Q4,Saturday,45
ORD01286,C0812,2022-05-25,Cancelled,Credit Card,Mangaluru,Karnataka,2022,5,Q2,Wednesday,21
ORD01287,C0001,2023-11-06,Delivered,Net Banking,Salem,Tamil Nadu,2023,11,Q4,Monday,45
ORD01288,C0083,2022-07-09,Delivered,UPI,Agra,Uttar Pradesh,2022,7,Q3,Saturday,27
ORD01289,C0158,2023-12-03,Delivered,Debit Card,Mysuru,Karnataka,2023,12,Q4,Sunday,48
ORD01290,C0164,2022-12-19,Delivered,Credit Card,Nashik,Maharashtra,2022,12,Q4,Monday,51
ORD01291,C0935,2023-04-29,Delivered,Net Banking,Jodhpur,Rajasthan,2023,4,Q2,Saturday,17
ORD01292,C0397,2022-05-12,Delivered,COD,New Delhi,Delhi,2022,5,Q2,Thursday,19
ORD01293,C0920,2022-10-17,Cancelled,Debit Card,Udaipur,Rajasthan,2022,10,Q4,Monday,42
ORD01294,C0404,2023-07-01,Delivered,Credit Card,Ajmer,Rajasthan,2023,7,Q3,Saturday,26
ORD01295,C0228,2023-09-16,Delivered,UPI,Bhopal,Madhya Pradesh,2023,9,Q3,Saturday,37
ORD01296,C0514,2022-01-02,Delivered,Debit Card,Durgapur,West Bengal,2022,1,Q1,Sunday,52
ORD01297,C0142,2023-05-27,Delivered,UPI,Mysuru,Karnataka,2023,5,Q2,Saturday,21
ORD01298,C0348,2023-01-29,Delivered,Credit Card,Jaipur,Rajasthan,2023,1,Q1,Sunday,4
ORD01299,C0397,2023-11-23,Cancelled,UPI,Agra,Uttar Pradesh,2023,11,Q4,Thursday,47
ORD01300,C0168,2023-02-12,Delivered,Net Banking,Jodhpur,Rajasthan,2023,2,Q1,Sunday,6
ORD01301,C0355,2023-12-04,Returned,Debit Card,Ahmedabad,Gujarat,2023,12,Q4,Monday,49
ORD01302,C0165,2022-11-23,Delivered,Credit Card,Jaipur,Rajasthan,2022,11,Q4,Wednesday,47
ORD01303,C0498,2023-11-01,Pending,Credit Card,Ahmedabad,Gujarat,2023,11,Q4,Wednesday,44
ORD01304,C0436,2022-09-22,Returned,UPI,Nagpur,Maharashtra,2022,9,Q3,Thursday,38
ORD01305,C0382,2023-04-30,Returned,Net Banking,Gandhinagar,Gujarat,2023,4,Q2,Sunday,17
ORD01306,C0805,2022-07-03,Pending,Credit Card,Kolkata,West Bengal,2022,7,Q3,Sunday,26
ORD01307,C0154,2022-01-08,Delivered,COD,Jaipur,Rajasthan,2022,1,Q1,Saturday,1
ORD01308,C0203,2023-06-12,Cancelled,Debit Card,Gwalior,Madhya Pradesh,2023,6,Q2,Monday,24
ORD01309,C0050,2023-04-21,Delivered,UPI,Rajkot,Gujarat,2023,4,Q2,Friday,16
ORD01310,C0376,2022-02-21,Cancelled,Debit Card,Rajkot,Gujarat,2022,2,Q1,Monday,8
ORD01311,C0346,2023-11-23,Delivered,Net Banking,Varanasi,Uttar Pradesh,2023,11,Q4,Thursday,47
ORD01312,C0184,2022-10-28,Delivered,UPI,Nizamabad,Telangana,2022,10,Q4,Friday,43
ORD01313,C0652,2022-02-06,Delivered,Credit Card,Durgapur,West Bengal,2022,2,Q1,Sunday,5
ORD01314,C0757,2023-02-10,Delivered,UPI,Aurangabad,Maharashtra,2023,2,Q1,Friday,6
ORD01315,C0745,2022-05-29,Delivered,Credit Card,Mysuru,Karnataka,2022,5,Q2,Sunday,21
ORD01316,C0996,2023-04-15,Delivered,UPI,Agra,Uttar Pradesh,2023,4,Q2,Saturday,15
ORD01317,C0470,2022-02-11,Delivered,Credit Card,Khammam,Telangana,2022,2,Q1,Friday,6
ORD01318,C0742,2023-10-16,Cancelled,UPI,Tiruchirappalli,Tamil Nadu,2023,10,Q4,Monday,42
ORD01319,C0346,2023-10-15,Returned,Credit Card,Hyderabad,Telangana,2023,10,Q4,Sunday,41
ORD01320,C0974,2022-09-21,Returned,Debit Card,Pune,Maharashtra,2022,9,Q3,Wednesday,38
ORD01321,C0989,2022-04-30,Returned,Credit Card,Hubballi,Karnataka,2022,4,Q2,Saturday,17
ORD01322,C0527,2023-07-07,Cancelled,UPI,Noida,Uttar Pradesh,2023,7,Q3,Friday,27
ORD01323,C0588,2023-04-30,Delivered,COD,Nagpur,Maharashtra,2023,4,Q2,Sunday,17
ORD01324,C0284,2023-05-29,Delivered,Debit Card,Kanpur,Uttar Pradesh,2023,5,Q2,Monday,22
ORD01325,C0280,2022-01-06,Delivered,UPI,Madurai,Tamil Nadu,2022,1,Q1,Thursday,1
ORD01326,C0282,2022-10-01,Delivered,Debit Card,Jodhpur,Rajasthan,2022,10,Q4,Saturday,39
ORD01327,C0227,2022-08-19,Delivered,UPI,Kolkata,West Bengal,2022,8,Q3,Friday,33
ORD01328,C0295,2023-12-31,Delivered,Credit Card,Belagavi,Karnataka,2023,12,Q4,Sunday,52
ORD01329,C0337,2023-07-09,Delivered,COD,Ajmer,Rajasthan,2023,7,Q3,Sunday,27
ORD01330,C0349,2022-11-24,Delivered,Credit Card,Nagpur,Maharashtra,2022,11,Q4,Thursday,47
ORD01331,C0216,2023-06-30,Delivered,Debit Card,Rajkot,Gujarat,2023,6,Q2,Friday,26
ORD01332,C0034,2023-11-08,Cancelled,COD,Varanasi,Uttar Pradesh,2023,11,Q4,Wednesday,45
ORD01333,C0354,2022-03-27,Delivered,COD,Gandhinagar,Gujarat,2022,3,Q1,Sunday,12
ORD01334,C0299,2022-11-19,Delivered,Credit Card,Durgapur,West Bengal,2022,11,Q4,Saturday,46
ORD01335,C0599,2022-06-20,Delivered,Credit Card,Tiruchirappalli,Tamil Nadu,2022,6,Q2,Monday,25
ORD01336,C0770,2022-10-18,Delivered,Credit Card,Jaipur,Rajasthan,2022,10,Q4,Tuesday,42
ORD01337,C0944,2023-07-05,Delivered,Debit Card,Janakpuri,Delhi,2023,7,Q3,Wednesday,27
ORD01338,C0406,2022-08-12,Delivered,UPI,Bengaluru,Karnataka,2022,8,Q3,Friday,32
ORD01339,C0886,2022-06-12,Returned,COD,Kanpur,Uttar Pradesh,2022,6,Q2,Sunday,23
ORD01340,C0419,2022-12-27,Returned,Credit Card,Ajmer,Rajasthan,2022,12,Q4,Tuesday,52
ORD01341,C0328,2023-01-07,Delivered,Debit Card,Gwalior,Madhya Pradesh,2023,1,Q1,Saturday,1
ORD01342,C0549,2023-06-30,Delivered,Net Banking,Siliguri,West Bengal,2023,6,Q2,Friday,26
ORD01343,C0294,2023-04-06,Delivered,Net Banking,Rajkot,Gujarat,2023,4,Q2,Thursday,14
ORD01344,C0004,2023-06-30,Cancelled,Debit Card,Udaipur,Rajasthan,2023,6,Q2,Friday,26
ORD01345,C0393,2023-08-18,Delivered,COD,Chennai,Tamil Nadu,2023,8,Q3,Friday,33
ORD01346,C0652,2022-01-30,Delivered,UPI,Jodhpur,Rajasthan,2022,1,Q1,Sunday,4
ORD01347,C0083,2023-09-06,Delivered,Credit Card,Ujjain,Madhya Pradesh,2023,9,Q3,Wednesday,36
ORD01348,C0625,2022-09-13,Delivered,Debit Card,Nagpur,Maharashtra,2022,9,Q3,Tuesday,37
ORD01349,C0024,2023-09-08,Cancelled,Debit Card,Mangaluru,Karnataka,2023,9,Q3,Friday,36
ORD01350,C0885,2022-07-17,Cancelled,UPI,Khammam,Telangana,2022,7,Q3,Sunday,28
ORD01351,C0180,2023-04-29,Pending,COD,Howrah,West Bengal,2023,4,Q2,Saturday,17
ORD01352,C0301,2022-03-08,Cancelled,UPI,Howrah,West Bengal,2022,3,Q1,Tuesday,10
ORD01353,C0251,2023-12-02,Delivered,COD,Rajkot,Gujarat,2023,12,Q4,Saturday,48
ORD01354,C0513,2023-10-19,Delivered,Debit Card,Salem,Tamil Nadu,2023,10,Q4,Thursday,42
ORD01355,C0251,2023-04-19,Returned,UPI,Howrah,West Bengal,2023,4,Q2,Wednesday,16
ORD01356,C0888,2023-06-17,Pending,Net Banking,Nashik,Maharashtra,2023,6,Q2,Saturday,24
ORD01357,C0981,2022-09-24,Cancelled,Credit Card,Hubballi,Karnataka,2022,9,Q3,Saturday,38
ORD01358,C0732,2022-01-25,Delivered,Net Banking,Ujjain,Madhya Pradesh,2022,1,Q1,Tuesday,4
ORD01359,C0832,2023-02-12,Cancelled,Debit Card,Nagpur,Maharashtra,2023,2,Q1,Sunday,6
ORD01360,C0410,2023-06-08,Delivered,Credit Card,Nagpur,Maharashtra,2023,6,Q2,Thursday,23
ORD01361,C0150,2022-09-26,Returned,Credit Card,Bengaluru,Karnataka,2022,9,Q3,Monday,39
ORD01362,C0376,2023-02-27,Delivered,UPI,Mysuru,Karnataka,2023,2,Q1,Monday,9
ORD01363,C0216,2022-09-28,Delivered,Debit Card,Janakpuri,Delhi,2022,9,Q3,Wednesday,39
ORD01364,C0921,2023-12-28,Delivered,UPI,Hubballi,Karnataka,2023,12,Q4,Thursday,52
ORD01365,C0303,2023-12-07,Delivered,Debit Card,Agra,Uttar Pradesh,2023,12,Q4,Thursday,49
ORD01366,C0282,2023-09-01,Delivered,UPI,Noida,Uttar Pradesh,2023,9,Q3,Friday,35
ORD01367,C0027,2022-08-15,Cancelled,Credit Card,Nizamabad,Telangana,2022,8,Q3,Monday,33
ORD01368,C0968,2022-06-12,Delivered,UPI,Agra,Uttar Pradesh,2022,6,Q2,Sunday,23
ORD01369,C0159,2023-12-13,Delivered,Debit Card,Vadodara,Gujarat,2023,12,Q4,Wednesday,50
ORD01370,C0653,2022-08-22,Delivered,UPI,Udaipur,Rajasthan,2022,8,Q3,Monday,34
ORD01371,C0599,2022-01-13,Delivered,Debit Card,Kanpur,Uttar Pradesh,2022,1,Q1,Thursday,2
ORD01372,C0489,2023-09-26,Pending,COD,Karimnagar,Telangana,2023,9,Q3,Tuesday,39
ORD01373,C0874,2023-05-29,Delivered,Credit Card,Tiruchirappalli,Tamil Nadu,2023,5,Q2,Monday,22
ORD01374,C0892,2023-06-22,Delivered,Credit Card,Surat,Gujarat,2023,6,Q2,Thursday,25
ORD01375,C0685,2022-03-08,Delivered,UPI,Jaipur,Rajasthan,2022,3,Q1,Tuesday,10
ORD01376,C0285,2023-09-16,Returned,Debit Card,Dwarka,Delhi,2023,9,Q3,Saturday,37
ORD01377,C0511,2023-04-16,Delivered,Debit Card,Rohini,Delhi,2023,4,Q2,Sunday,15
ORD01378,C0920,2022-08-22,Returned,Credit Card,Aurangabad,Maharashtra,2022,8,Q3,Monday,34
ORD01379,C0642,2022-04-12,Pending,Credit Card,Nashik,Maharashtra,2022,4,Q2,Tuesday,15
ORD01380,C0985,2023-07-02,Cancelled,Credit Card,Noida,Uttar Pradesh,2023,7,Q3,Sunday,26
ORD01381,C0458,2023-08-04,Delivered,UPI,Bengaluru,Karnataka,2023,8,Q3,Friday,31
ORD01382,C0234,2023-12-08,Returned,UPI,Coimbatore,Tamil Nadu,2023,12,Q4,Friday,49
ORD01383,C0566,2022-10-12,Delivered,UPI,Gwalior,Madhya Pradesh,2022,10,Q4,Wednesday,41
ORD01384,C0536,2022-11-07,Delivered,UPI,Mysuru,Karnataka,2022,11,Q4,Monday,45
ORD01385,C0489,2023-04-21,Delivered,Net Banking,Ujjain,Madhya Pradesh,2023,4,Q2,Friday,16
ORD01386,C0809,2023-10-12,Delivered,Credit Card,Nagpur,Maharashtra,2023,10,Q4,Thursday,41
ORD01387,C0488,2022-07-22,Delivered,Credit Card,Ahmedabad,Gujarat,2022,7,Q3,Friday,29
ORD01388,C0308,2023-08-06,Delivered,Credit Card,Jabalpur,Madhya Pradesh,2023,8,Q3,Sunday,31
ORD01389,C0797,2023-10-21,Delivered,Net Banking,Hubballi,Karnataka,2023,10,Q4,Saturday,42
ORD01390,C0001,2022-09-15,Returned,Debit Card,Jabalpur,Madhya Pradesh,2022,9,Q3,Thursday,37
ORD01391,C0337,2023-06-04,Delivered,UPI,Surat,Gujarat,2023,6,Q2,Sunday,22
ORD01392,C0889,2023-06-29,Delivered,UPI,Agra,Uttar Pradesh,2023,6,Q2,Thursday,26
ORD01393,C0317,2023-10-03,Delivered,COD,Khammam,Telangana,2023,10,Q4,Tuesday,40
ORD01394,C0007,2022-11-23,Cancelled,Credit Card,Salem,Tamil Nadu,2022,11,Q4,Wednesday,47
ORD01395,C0184,2022-03-09,Returned,Debit Card,Surat,Gujarat,2022,3,Q1,Wednesday,10
ORD01396,C0351,2023-10-16,Delivered,Net Banking,Hubballi,Karnataka,2023,10,Q4,Monday,42
ORD01397,C0782,2022-08-26,Delivered,Credit Card,New Delhi,Delhi,2022,8,Q3,Friday,34
ORD01398,C0484,2022-04-16,Delivered,COD,Siliguri,West Bengal,2022,4,Q2,Saturday,15
ORD01399,C0689,2022-06-08,Delivered,UPI,Saket,Delhi,2022,6,Q2,Wednesday,23
ORD01400,C0873,2022-06-11,Delivered,UPI,Jodhpur,Rajasthan,2022,6,Q2,Saturday,23
ORD01401,C0670,2023-09-02,Returned,Debit Card,Karimnagar,Telangana,2023,9,Q3,Saturday,35
ORD01402,C0956,2022-09-27,Delivered,Net Banking,Kanpur,Uttar Pradesh,2022,9,Q3,Tuesday,39
ORD01403,C0149,2022-11-10,Delivered,Credit Card,Agra,Uttar Pradesh,2022,11,Q4,Thursday,45
ORD01404,C0316,2023-03-12,Delivered,Debit Card,Asansol,West Bengal,2023,3,Q1,Sunday,10
ORD01405,C0057,2023-02-23,Delivered,Net Banking,Nashik,Maharashtra,2023,2,Q1,Thursday,8
ORD01406,C0020,2023-12-23,Delivered,Debit Card,Vadodara,Gujarat,2023,12,Q4,Saturday,51
ORD01407,C0853,2023-01-18,Delivered,Credit Card,Agra,Uttar Pradesh,2023,1,Q1,Wednesday,3
ORD01408,C0572,2023-07-28,Returned,Debit Card,Udaipur,Rajasthan,2023,7,Q3,Friday,30
ORD01409,C0451,2022-10-08,Delivered,UPI,Ujjain,Madhya Pradesh,2022,10,Q4,Saturday,40
ORD01410,C0965,2023-08-31,Delivered,COD,Asansol,West Bengal,2023,8,Q3,Thursday,35
ORD01411,C0705,2023-12-25,Delivered,UPI,Nashik,Maharashtra,2023,12,Q4,Monday,52
ORD01412,C0385,2022-03-02,Delivered,Debit Card,Ujjain,Madhya Pradesh,2022,3,Q1,Wednesday,9
ORD01413,C0379,2023-03-25,Pending,UPI,Noida,Uttar Pradesh,2023,3,Q1,Saturday,12
ORD01414,C0333,2023-02-28,Cancelled,Net Banking,Chennai,Tamil Nadu,2023,2,Q1,Tuesday,9
ORD01415,C0588,2022-07-24,Delivered,Credit Card,Gwalior,Madhya Pradesh,2022,7,Q3,Sunday,29
ORD01416,C0560,2023-11-08,Delivered,Credit Card,Siliguri,West Bengal,2023,11,Q4,Wednesday,45
ORD01417,C0144,2022-03-11,Cancelled,Debit Card,Lucknow,Uttar Pradesh,2022,3,Q1,Friday,10
ORD01418,C0927,2023-04-02,Returned,UPI,Durgapur,West Bengal,2023,4,Q2,Sunday,13
ORD01419,C0234,2023-04-17,Delivered,UPI,Asansol,West Bengal,2023,4,Q2,Monday,16
ORD01420,C0619,2022-01-24,Delivered,Debit Card,Agra,Uttar Pradesh,2022,1,Q1,Monday,4
ORD01421,C0826,2023-05-14,Returned,Net Banking,Kota,Rajasthan,2023,5,Q2,Sunday,19
ORD01422,C0383,2022-01-17,Delivered,COD,Aurangabad,Maharashtra,2022,1,Q1,Monday,3
ORD01423,C0810,2023-07-06,Delivered,Credit Card,Nizamabad,Telangana,2023,7,Q3,Thursday,27
ORD01424,C0579,2022-04-05,Pending,Debit Card,Bengaluru,Karnataka,2022,4,Q2,Tuesday,14
ORD01425,C0818,2023-06-10,Cancelled,UPI,Warangal,Telangana,2023,6,Q2,Saturday,23
ORD01426,C0666,2022-07-15,Returned,Debit Card,Gandhinagar,Gujarat,2022,7,Q3,Friday,28
ORD01427,C0477,2023-04-08,Cancelled,COD,Udaipur,Rajasthan,2023,4,Q2,Saturday,14
ORD01428,C0075,2022-07-06,Delivered,UPI,Madurai,Tamil Nadu,2022,7,Q3,Wednesday,27
ORD01429,C0911,2022-01-22,Delivered,UPI,Karimnagar,Telangana,2022,1,Q1,Saturday,3
ORD01430,C0020,2022-01-09,Delivered,Credit Card,Jabalpur,Madhya Pradesh,2022,1,Q1,Sunday,1
ORD01431,C0599,2023-11-22,Returned,Credit Card,Kanpur,Uttar Pradesh,2023,11,Q4,Wednesday,47
ORD01432,C0948,2022-12-30,Cancelled,Debit Card,Saket,Delhi,2022,12,Q4,Friday,52
ORD01433,C0194,2022-06-01,Delivered,UPI,Indore,Madhya Pradesh,2022,6,Q2,Wednesday,22
ORD01434,C0617,2022-02-10,Returned,Credit Card,Aurangabad,Maharashtra,2022,2,Q1,Thursday,6
ORD01435,C0892,2022-11-19,Pending,Debit Card,Mangaluru,Karnataka,2022,11,Q4,Saturday,46
ORD01436,C0168,2023-03-11,Pending,UPI,Rohini,Delhi,2023,3,Q1,Saturday,10
ORD01437,C0028,2022-05-21,Cancelled,COD,Rohini,Delhi,2022,5,Q2,Saturday,20
ORD01438,C0027,2023-03-31,Cancelled,Net Banking,Hubballi,Karnataka,2023,3,Q1,Friday,13
ORD01439,C0051,2023-04-03,Delivered,UPI,Janakpuri,Delhi,2023,4,Q2,Monday,14
ORD01440,C0835,2022-05-08,Delivered,UPI,Ajmer,Rajasthan,2022,5,Q2,Sunday,18
ORD01441,C0125,2022-06-16,Returned,UPI,Ujjain,Madhya Pradesh,2022,6,Q2,Thursday,24
ORD01442,C0367,2022-11-21,Delivered,UPI,Gandhinagar,Gujarat,2022,11,Q4,Monday,47
ORD01443,C0369,2023-05-05,Delivered,UPI,Belagavi,Karnataka,2023,5,Q2,Friday,18
ORD01444,C0008,2023-01-25,Cancelled,Credit Card,Ahmedabad,Gujarat,2023,1,Q1,Wednesday,4
ORD01445,C0370,2022-11-14,Cancelled,Credit Card,Mangaluru,Karnataka,2022,11,Q4,Monday,46
ORD01446,C0719,2022-03-28,Delivered,Net Banking,Kanpur,Uttar Pradesh,2022,3,Q1,Monday,13
ORD01447,C0975,2022-10-09,Returned,Net Banking,Ahmedabad,Gujarat,2022,10,Q4,Sunday,40
ORD01448,C0868,2022-09-12,Delivered,UPI,Pune,Maharashtra,2022,9,Q3,Monday,37
ORD01449,C0144,2023-12-13,Delivered,UPI,Warangal,Telangana,2023,12,Q4,Wednesday,50
ORD01450,C0888,2023-11-08,Delivered,Debit Card,Indore,Madhya Pradesh,2023,11,Q4,Wednesday,45
ORD01451,C0177,2022-06-28,Pending,COD,Salem,Tamil Nadu,2022,6,Q2,Tuesday,26
ORD01452,C0901,2022-04-23,Returned,UPI,Madurai,Tamil Nadu,2022,4,Q2,Saturday,16
ORD01453,C0414,2023-10-03,Delivered,Net Banking,Rohini,Delhi,2023,10,Q4,Tuesday,40
ORD01454,C0030,2022-01-27,Delivered,Net Banking,Gwalior,Madhya Pradesh,2022,1,Q1,Thursday,4
ORD01455,C0936,2023-02-22,Delivered,Credit Card,Pune,Maharashtra,2023,2,Q1,Wednesday,8
ORD01456,C0174,2022-06-11,Delivered,UPI,Ujjain,Madhya Pradesh,2022,6,Q2,Saturday,23
ORD01457,C0430,2022-03-09,Delivered,Credit Card,New Delhi,Delhi,2022,3,Q1,Wednesday,10
ORD01458,C0451,2022-05-18,Cancelled,Net Banking,Ajmer,Rajasthan,2022,5,Q2,Wednesday,20
ORD01459,C0488,2023-04-26,Cancelled,UPI,Nagpur,Maharashtra,2023,4,Q2,Wednesday,17
ORD01460,C0375,2023-09-21,Delivered,UPI,Siliguri,West Bengal,2023,9,Q3,Thursday,38
ORD01461,C0201,2022-05-09,Delivered,UPI,Gandhinagar,Gujarat,2022,5,Q2,Monday,19
ORD01462,C0676,2022-03-26,Returned,Debit Card,Coimbatore,Tamil Nadu,2022,3,Q1,Saturday,12
ORD01463,C0108,2022-09-13,Delivered,UPI,Noida,Uttar Pradesh,2022,9,Q3,Tuesday,37
ORD01464,C0728,2023-04-19,Delivered,Credit Card,Agra,Uttar Pradesh,2023,4,Q2,Wednesday,16
ORD01465,C0779,2022-05-15,Delivered,Credit Card,Gwalior,Madhya Pradesh,2022,5,Q2,Sunday,19
ORD01466,C0755,2022-02-05,Returned,Debit Card,Tiruchirappalli,Tamil Nadu,2022,2,Q1,Saturday,5
ORD01467,C0187,2022-01-15,Delivered,UPI,Pune,Maharashtra,2022,1,Q1,Saturday,2
ORD01468,C0407,2022-11-27,Delivered,Credit Card,Dwarka,Delhi,2022,11,Q4,Sunday,47
ORD01469,C0644,2023-08-15,Delivered,COD,Howrah,West Bengal,2023,8,Q3,Tuesday,33
ORD01470,C0270,2023-07-13,Delivered,Debit Card,Gandhinagar,Gujarat,2023,7,Q3,Thursday,28
ORD01471,C0346,2022-07-10,Delivered,Net Banking,Nizamabad,Telangana,2022,7,Q3,Sunday,27
ORD01472,C0468,2023-11-11,Delivered,Net Banking,Gandhinagar,Gujarat,2023,11,Q4,Saturday,45
ORD01473,C0065,2023-01-10,Delivered,UPI,Nizamabad,Telangana,2023,1,Q1,Tuesday,2
ORD01474,C0097,2022-08-21,Pending,Net Banking,Warangal,Telangana,2022,8,Q3,Sunday,33
ORD01475,C0730,2022-10-30,Delivered,UPI,Belagavi,Karnataka,2022,10,Q4,Sunday,43
ORD01476,C0567,2022-03-26,Pending,COD,Rajkot,Gujarat,2022,3,Q1,Saturday,12
ORD01477,C0840,2023-06-08,Delivered,Net Banking,Salem,Tamil Nadu,2023,6,Q2,Thursday,23
ORD01478,C0204,2022-12-29,Delivered,Debit Card,New Delhi,Delhi,2022,12,Q4,Thursday,52
ORD01479,C0538,2022-02-18,Cancelled,Credit Card,Ujjain,Madhya Pradesh,2022,2,Q1,Friday,7
ORD01480,C0171,2023-01-19,Delivered,Debit Card,Saket,Delhi,2023,1,Q1,Thursday,3
ORD01481,C0864,2022-06-05,Delivered,COD,Indore,Madhya Pradesh,2022,6,Q2,Sunday,22
ORD01482,C0286,2022-02-20,Pending,COD,Jodhpur,Rajasthan,2022,2,Q1,Sunday,7
ORD01483,C0923,2023-06-19,Pending,Net Banking,Varanasi,Uttar Pradesh,2023,6,Q2,Monday,25
ORD01484,C0140,2022-11-04,Delivered,UPI,Vadodara,Gujarat,2022,11,Q4,Friday,44
ORD01485,C0214,2023-09-20,Delivered,UPI,Nizamabad,Telangana,2023,9,Q3,Wednesday,38
ORD01486,C0148,2023-05-08,Cancelled,Debit Card,Jodhpur,Rajasthan,2023,5,Q2,Monday,19
ORD01487,C0806,2022-06-13,Delivered,Credit Card,Janakpuri,Delhi,2022,6,Q2,Monday,24
ORD01488,C0855,2022-12-25,Delivered,COD,Dwarka,Delhi,2022,12,Q4,Sunday,51
ORD01489,C0915,2023-02-16,Delivered,Debit Card,Kanpur,Uttar Pradesh,2023,2,Q1,Thursday,7
ORD01490,C0455,2022-05-26,Delivered,Debit Card,Coimbatore,Tamil Nadu,2022,5,Q2,Thursday,21
ORD01491,C0534,2022-11-15,Delivered,Debit Card,Mumbai,Maharashtra,2022,11,Q4,Tuesday,46
ORD01492,C0238,2023-11-08,Delivered,Net Banking,Jabalpur,Madhya Pradesh,2023,11,Q4,Wednesday,45
